domain,category,original_index,title,year,venue,task,method,signals,note,impact,status,resolved_title,resolved_year,doi,oa_pdf_url,source,local_pdf,error
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,43,Offline Meta-Reinforcement Learning for Industrial Insertion,2022,ICRA,Industrial insertion,Offline meta-RL,Offline trajectories / state,[高影响] 减少真实交互的工业插入学习。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,44,Accelerating Robot Learning of Contact-Rich Manipulations: A Curriculum Learning Study,2022,arXiv / industrial study,Industrial insertion,Curriculum learning + domain randomization,Simulation + robot state,[高影响] 系统研究课程设计如何降低contact-rich训练成本。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,45,Vision-Force-Fused Curriculum Learning for Robotic Contact-Rich Assembly Tasks,2023,Frontiers in Neurorobotics,Peg-in-hole,Multimodal RL + curriculum,Vision + F/T,[近期代表] 0.1 mm间隙、视觉力融合、sim-to-real。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,46,Efficient Sim-to-Real Transfer of Contact-Rich Manipulation Skills With Online Admittance Residual Learning,2023,CoRL,Assembly / pivoting / screwing,Offline RL + online admittance residual,F/T + pose,[近期高影响] 近期非常重要的混合控制/学习路线。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,47,Extended Residual Learning With One-Shot Imitation Learning for Robotic Assembly in Semi-Structured Environment,2024,Frontiers in Neurorobotics,Insertion / assembly,One-shot IL + residual RL,Pose + force,[近期代表] 单次示教+少量交互完成半结构化装配。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,48,Learning Tactile Insertion in the Real World,2024,ICRA@40,Insertion,End-to-end tactile RL,Tactile,[近期代表] 直接从触觉读数闭环输出动作。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,49,Learning Latent Causal Factors From the Intricate Sensor Feedback of Contact-Rich Robotic Assembly Tasks,2024,Robotics and Autonomous Systems,Assembly,Causal latent representation learning,F/T + multimodal signals,[近期代表] 尝试从复杂力反馈中抽出潜在因果因素。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,50,Safe Peg-in-Hole Automatic Assembly Using Virtual Guiding Force: A Deep Reinforcement Learning Solution,2024,Robotics and Autonomous Systems,Peg-in-hole,DRL + virtual guiding force,Force / pose,[近期代表] 把安全约束与虚拟引导力引入RL动作设计。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,51,Robotic Skill Acquisition in Peg-in-Hole Assembly Tasks Based on Deep Reinforcement Learning,2024,Procedia Computer Science,Peg-in-hole,TD3 + PD force + curriculum,F/T + pose,[近期] 较新的工业式RL装配组合。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,52,Visuotactile-Based Learning for Insertion With Compliant Hands,2025,IEEE RA-L,Insertion,Teacher-student / transformer policy,Vision + tactile,[前沿] 视觉触觉+柔顺手、仿真到真实。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,53,Visuo-Tactile Feedback Policies for Terminal Assembly Facilitated by Reinforcement Learning,2025,Frontiers in Robotics and AI,PLC terminal insertion,Safe RL + visuotactile,Vision + tactile,[前沿] 抓取-对齐-插入三阶段策略，接触阶段重点使用触觉。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,54,Visual-Tactile Fusion and SAC-Based Learning for Robot Peg-in-Hole Assembly in Uncertain Environments,2025,Machines,Peg-in-hole,SAC + multimodal fusion,RGB-D + tactile + proprioception,[前沿] 多模态SAC装配的近期代表。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,55,Peg-in-Hole Assembly Method Based on Visual Reinforcement Learning and Tactile Pose Estimation,2025,IROS,USB / peg insertion,TD3/BC + tactile pose correction,Vision + GelSight,[前沿] 视觉预装配后用触觉纠偏。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,56,Learning Variable Impedance Control for Contact-Rich Robotics Manipulation With Guaranteed Passivity,2025,IFAC-PapersOnLine,Connector insertion,RL variable impedance + passivity,Force / pose,[前沿] 把passivity安全性显式加入学习阻抗。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,57,Variable Impedance Control on Contact-Rich Manipulation of a Collaborative Industrial Mobile Manipulator: An Imitation Learning Approach,2025,RCIM,High-precision peg-in-hole,IRL + VIC + BayesSim,RGB-D + F/T,[前沿] 工业移动操作器上的多模态VIC学习。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,58,Learning Force-Conditioned Visuomotor Diffusion Policy From Human Demonstrations for Complex Robotic Assembly Tasks,2025,Manufacturing Letters,Complex assembly,Diffusion policy + LfD,Vision + F/T,[前沿] 把force作为条件进入扩散策略。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,A. 精密装配与插入（Assembly / Insertion）,59,VTLA: Vision-Tactile-Language-Action Model With Preference Learning for Insertion Manipulation,2026,Biomimetic Intelligence and Robotics,Insertion,V-T-L-A + DPO,Vision + tactile + language,[前沿] 将VLA扩展到视觉触觉插入与偏好学习。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,B. 拆卸、拔出与分离（Disassembly / Extraction）,60,Towards a Robot Simulation Framework for E-Waste Disassembly Using Reinforcement Learning,2019,Procedia Manufacturing,E-waste disassembly,RL in simulation,State / contact,[代表] 电子废弃物拆卸的早期RL探索。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,B. 拆卸、拔出与分离（Disassembly / Extraction）,61,Using Active Adjustment and Compliance in Robotic Disassembly,2020,Industry 4.0 book chapter,Disassembly,Active adjustment + compliance,Force / pose,[代表] 强调拆卸中的主动调整与顺应。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,B. 拆卸、拔出与分离（Disassembly / Extraction）,62,Learning and Generalising Object Extraction Skill for Contact-Rich Disassembly Tasks: An Introductory Study,2021,IJAMT,Object extraction,RL / skill generalization,Force / pose,[代表] 把“拔出/分离”作为独立contact-rich技能研究。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,B. 拆卸、拔出与分离（Disassembly / Extraction）,63,CONTACT: CONtact-Aware TACTile Learning for Robotic Disassembly,2026,IROS,Rigid & deformable disassembly,Vision-tactile policy learning,Vision + tactile force field,[前沿] 系统比较视觉、触觉RGB、触觉力场在拆卸中的作用。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,B. 拆卸、拔出与分离（Disassembly / Extraction）,64,SELF-VLA: A Skill Enhanced Agentic Vision-Language-Action Framework for Contact-Rich Disassembly,2026,arXiv,E-waste / selective disassembly,Agentic VLA + skills,Vision + language + robot state,[前沿] 把VLA用于长序列选择性拆卸。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,B. 拆卸、拔出与分离（Disassembly / Extraction）,65,Vision-Language-Action Models for Selective Robotic Disassembly: A Case Study on Critical Component Extraction From Desktops,2026,Manufacturing Science and Engineering Conference,Desktop component extraction,VLA,Vision + language,[前沿] VLA进入真实拆卸制造任务的近期探索。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,C. 门、抽屉与关节物体（Articulated Objects）,66,Path Integral Guided Policy Search,2017,ICRA,Door / constrained manipulation,Guided policy search,Vision / state,[奠基] 关节物体学习中的经典GPS路线。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,C. 门、抽屉与关节物体（Articulated Objects）,67,Collective Robot Reinforcement Learning With Distributed Asynchronous Guided Policy Search,2017,IROS,Door opening / manipulation,Distributed guided policy search,Vision / state,[奠基] 分布式并行采样提高机器人RL效率。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,C. 门、抽屉与关节物体（Articulated Objects）,68,Door Opening by Joining Reinforcement Learning and Intelligent Control,2017,ICAR,Door opening,RL + intelligent control,Force / pose,[代表] 门开启的经典受约束接触任务。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,C. 门、抽屉与关节物体（Articulated Objects）,69,Deep Reinforcement Learning for Robotic Manipulation With Asynchronous Off-Policy Updates,2017,ICRA,Door opening / manipulation,Asynchronous off-policy RL,Vision / state,[奠基] 真实机器人并行RL经典。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,C. 门、抽屉与关节物体（Articulated Objects）,70,Learning Manipulation Skills From a Single Demonstration,2018,IJRR,Door / constrained manipulation,Single-demo model-based learning,State / interaction,[高影响] 单示教学习受约束操作的重要方法。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,C. 门、抽屉与关节物体（Articulated Objects）,71,Manipulation Planning From Demonstration via Goal-Conditioned Prior Action Primitive Decomposition and Alignment,2022,IEEE RA-L,Door / articulated tasks,Primitive decomposition + LfD,Pose / state,[代表] 用动作基元支持目标变化下的任务迁移。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,C. 门、抽屉与关节物体（Articulated Objects）,72,A Versatile Door Opening System With Mobile Manipulator Through Adaptive Position-Force Control and Reinforcement Learning,2024,Robotics and Autonomous Systems,Door opening,RL + adaptive position-force control,Force + pose,[近期代表] 未知门型/手柄/运动约束下的真实泛化。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,C. 门、抽屉与关节物体（Articulated Objects）,73,Tac-Man: Tactile-Informed Prior-Free Manipulation of Articulated Objects,2025,IEEE T-RO,Doors / drawers / articulated objects,Tactile feedback control,High-resolution tactile,[前沿高影响] 不依赖关节运动学先验，靠触觉维持稳定接触。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,C. 门、抽屉与关节物体（Articulated Objects）,74,TacMan-Turbo: Proactive Tactile Control for Robust and Efficient Articulated Object Manipulation,2026,IEEE T-ASE,Articulated objects,Proactive tactile control,Tactile,[前沿] 从反应式触觉升级为预测局部运动学的主动控制。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,D. 表面跟随、擦拭、磨削与抛光（Surface Interaction）,75,Q-Learning Based Trajectory Generation for Robotic Grinding and Polishing,2018,ISAAT,Grinding / polishing,Q-learning,Robot state,[奠基] 磨削/抛光RL的早期代表。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,D. 表面跟随、擦拭、磨削与抛光（Surface Interaction）,76,Robotic Constant-Force Grinding Control With a Press-and-Release Model and Model-Based Reinforcement Learning,2020,IJAMT,Grinding,Model-based RL + force control,Force,[代表] 恒力磨削与模型学习。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,D. 表面跟随、擦拭、磨削与抛光（Surface Interaction）,77,Impedance Control and Parameter Optimization of Surface Polishing Robot Based on Reinforcement Learning,2022,Proc. IMechE Part B,Polishing,RL impedance tuning,Force / pose,[代表] 学习阻抗参数保持抛光接触稳定。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,D. 表面跟随、擦拭、磨削与抛光（Surface Interaction）,78,Variable Impedance Control in End-Effector Space: An Action Space for Reinforcement Learning in Contact-Rich Tasks,2019,IROS,Door opening / surface wiping,RL + variable impedance action space,Force / pose,[高影响] 非常关键：把阻抗本身设计为RL动作空间。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,D. 表面跟随、擦拭、磨削与抛光（Surface Interaction）,79,Learning Multimodal Contact-Rich Skills From Demonstrations Without Reward Engineering,2021,arXiv,Writing / wiping / peeling,LfD / multimodal learning,Vision + force / touch,[代表] 不手工设计奖励学习多类持续接触技能。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,D. 表面跟随、擦拭、磨削与抛光（Surface Interaction）,80,Learning Variable Impedance Control for Contact Sensitive Tasks,2020,IEEE RA-L,Contact-sensitive surface tasks,RL variable impedance,Force / pose,[高影响] 学习状态依赖阻抗的代表工作。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,D. 表面跟随、擦拭、磨削与抛光（Surface Interaction）,81,Evaluation of Variable Impedance and Hybrid Force/Motion Controllers for Learning Force Tracking Skills,2022,SII,Force tracking / surface contact,Learning + controller comparison,Force,[代表] 对比不同动作/控制空间对力跟踪学习的影响。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,D. 表面跟随、擦拭、磨削与抛光（Surface Interaction）,82,ForceMimic: Force-Centric Imitation Learning With Force-Motion Capture System for Contact-Rich Manipulation,2025,ICRA,Vegetable peeling / surface tool interaction,Hybrid force-motion IL,Force + motion + vision,[前沿高影响] 近期force-centric imitation learning代表作。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,D. 表面跟随、擦拭、磨削与抛光（Surface Interaction）,83,Tool-as-Interface: Learning Robot Tool Use From Human Play Through Imitation Learning,2025,ICRA workshop / project,Tool-surface interaction,Imitation learning from human play,Vision + motion,[前沿] 通过人类play数据学习跨机器人tool-use策略。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,E. 推动、滑动与外在灵巧（Pushing / Sliding / Extrinsic Dexterity）,84,Reinforcement Learning for Robotic Safe Control With Force Sensing,2019,WRC SARA,Safe pushing / contact,RL safety control,Force,[代表] 利用力传感实现安全接触控制。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,E. 推动、滑动与外在灵巧（Pushing / Sliding / Extrinsic Dexterity）,85,Learning Gentle Object Manipulation With Curiosity-Driven Deep Reinforcement Learning,2019,arXiv,Gentle pushing / interaction,Curiosity-driven DRL,State / contact,[代表] 把接触安全/温和操作作为探索目标。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,E. 推动、滑动与外在灵巧（Pushing / Sliding / Extrinsic Dexterity）,86,Reinforcement Learning With Vision-Proprioception Model for Robot Planar Pushing,2022,Frontiers in Neurorobotics,Planar pushing,SAC + multimodal model,Vision + proprioception,[代表] 平面推操作的多模态RL。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,E. 推动、滑动与外在灵巧（Pushing / Sliding / Extrinsic Dexterity）,87,Laser: Learning a Latent Action Space for Efficient Reinforcement Learning,2021,ICRA,Contact-rich multi-task,Latent action RL,State / force,[高影响] 通过学习动作低维结构提升接触任务样本效率。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,E. 推动、滑动与外在灵巧（Pushing / Sliding / Extrinsic Dexterity）,88,Augmenting Reinforcement Learning With Behavior Primitives for Diverse Manipulation Tasks,2022,ICRA,Diverse contact tasks,RL + behavior primitives,State / contact,[高影响] 把可复用primitive嵌入RL。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,E. 推动、滑动与外在灵巧（Pushing / Sliding / Extrinsic Dexterity）,89,"Learning Precise, Contact-Rich Manipulation Through Uncalibrated Tactile Skins",2025,ICRA ViTac / arXiv,Card swiping / plug / USB / retrieval,Transformer policy,Vision + magnetic tactile skin,[前沿高影响] 非光学触觉皮肤用于精细接触策略学习。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,E. 推动、滑动与外在灵巧（Pushing / Sliding / Extrinsic Dexterity）,90,FoAR: Force-Aware Reactive Policy for Contact-Rich Robotic Manipulation,2024,arXiv / ICRA workshop 2025,Dynamic contact-rich tasks,Vision-force policy + future-contact prediction,Vision + F/T,[前沿] 用未来接触概率决定何时强化力反馈。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,E. 推动、滑动与外在灵巧（Pushing / Sliding / Extrinsic Dexterity）,91,Force Policy: Learning Hybrid Force-Position Control Policy Under Interaction Frame for Contact-Rich Manipulation,2026,RSS,Multi-task contact-rich,Global-local diffusion/transformer + hybrid force-position,Vision + F/T,[前沿高影响] 全局视觉策略+高频局部力控的分层结构。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,F. 失败恢复、鲁棒性与安全学习（Recovery / Robustness / Safety）,92,Efficient Recovery Learning Using Model Predictive Meta-Reasoning,2023,ICRA,Door opening / sequential contact-rich tasks,Recovery skill learning + meta-reasoning,State / contact,[近期高影响] 显式发现failure modes并学习恢复技能。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,F. 失败恢复、鲁棒性与安全学习（Recovery / Robustness / Safety）,93,Uncertainty-Aware Contact-Safe Model-Based Reinforcement Learning,2021,IEEE RA-L,Safe contact-rich manipulation,Model-based RL + uncertainty,State / contact,[高影响] 将模型不确定性纳入安全接触探索。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,F. 失败恢复、鲁棒性与安全学习（Recovery / Robustness / Safety）,94,Learning Stable State-Dependent Variable Impedance Control for Compliant Manipulation,2025,IEEE/ASME T-Mech,Compliant manipulation,Stable learned VIC,Force / state,[前沿] 学习状态依赖阻抗同时显式处理稳定性。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,F. 失败恢复、鲁棒性与安全学习（Recovery / Robustness / Safety）,95,Robot Assembly Using Variable Admittance Control With Reinforcement Learning From Demonstrations in a Constrained Region,2026,RCIM,Flexible peg-hole assembly,LfD + online RL + variable admittance,Force,[前沿] 在受约束区域中进行力感知在线适应。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,G. 多模态力/触觉、VLA 与世界模型（Multimodal / VLA / World Models）,96,ForceVLA: Enhancing VLA Models With a Force-Aware MoE for Contact-Rich Manipulation,2025,NeurIPS,Plug insertion + multi-task contact-rich,VLA + force-aware MoE,Vision + language + 6-axis F/T,[前沿高影响] 把外力作为VLA一等模态，代表近期趋势。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,G. 多模态力/触觉、VLA 与世界模型（Multimodal / VLA / World Models）,97,Elucidating the Design Space of Torque-Aware Vision-Language-Action Models,2025,CoRL,Contact-rich benchmark tasks,Torque-aware VLA,Vision + language + torque history,[前沿高影响] 系统研究力/扭矩在VLA编码、解码和辅助预测中的放置方式。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,G. 多模态力/触觉、VLA 与世界模型（Multimodal / VLA / World Models）,98,DPTG: Diffusion Policy With Tactile Feasibility Guidance,2026,Frontiers in Robotics and AI,Search / insertion,Diffusion policy + tactile classifier guidance,Vision + tactile,[前沿] 视觉生成动作、触觉只在接触阶段提供可行性梯度。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,G. 多模态力/触觉、VLA 与世界模型（Multimodal / VLA / World Models）,99,ContactWorld: What Matters in Vision-Tactile World Models for Contact-Rich Manipulation,2026,arXiv,Insertion / screwing / disassembly / exploration,Vision-tactile world model + MPC,RGB / point cloud + tactile RGB/depth/force field,[前沿高影响] 12任务benchmark，系统研究表征结构、跨模态兼容和长时预测。,,PENDING_OA_LOOKUP,,,,,,,
Contact_Rich,G. 多模态力/触觉、VLA 与世界模型（Multimodal / VLA / World Models）,100,Tactile-Conditioned Diffusion Policy for Force-Aware Robotic Manipulation,2025,arXiv,High-/low-/dynamic-force manipulation,Diffusion policy with force action space,GelSight + force + pose,[前沿] 策略联合预测位姿、夹爪宽度和抓取力。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,1,Robot-Assisted Feeding: Generalizing Skewering Strategies Across Food Items on a Plate,2019,ISRR,Skewering diverse foods,Perception + learned acquisition strategy,Vision,[高影响] 经典食物获取泛化。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,2,Transfer Depends on Acquisition: Analyzing Manipulation Strategies for Robotic Feeding,2019,HRI,Food acquisition / bite transfer,Strategy analysis + manipulation learning,Vision / force,[高影响] 揭示 acquisition 对后续 transfer 的影响。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,3,Adaptive Robot-Assisted Feeding: An Online Learning Framework for Acquiring Previously Unseen Food Items,2020,IROS,Unseen food acquisition,Online learning,Vision,[高影响] 未见食物在线适应代表作。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,4,Balancing Efficiency and Comfort in Robot-Assisted Bite Transfer,2022,ICRA,Bite transfer,Optimization / learned user comfort trade-off,Robot state / human feedback,[高影响] 将效率与舒适度显式平衡。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,5,Learning Visuo-Haptic Skewering Strategies for Robot-Assisted Feeding,2022,CoRL,Skewering,Visuo-haptic policy learning,Vision + haptics,[高影响] 视觉触觉食物叉取代表作。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,6,In-Mouth Robotic Bite Transfer with Visual and Haptic Sensing,2023,ICRA,Inside-mouth bite transfer,Visual-haptic control,Vision + haptics,[高影响] 进入口腔后的安全闭环传递。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,7,Learning Bimanual Scooping Policies for Food Acquisition,2023,CoRL,Bimanual scooping,Imitation / policy learning,Vision,[代表] 双臂协同食物获取。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,8,Learning Sequential Acquisition Policies for Robot-Assisted Feeding,2023,CoRL,Long-horizon meal acquisition,Latent dynamics + high-level policy,Vision,[高影响] VAPORS：从单一原语走向长时序进食。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,9,Towards General Single-Utensil Food Acquisition with Human-Informed Actions,2023,CoRL,General food acquisition,Human-informed action library + online learning,Vision,[高影响] 少量通用动作覆盖大量食物。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,10,Feel the Bite: Robot-Assisted Inside-Mouth Bite Transfer Using Robust Mouth Perception and Physical Interaction-Aware Control,2024,HRI,Inside-mouth bite transfer,Robust perception + physical interaction control,Vision + force,[高影响] HRI 2024代表性系统。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,11,REPeat: A Real2Sim2Real Approach for Pre-acquisition of Soft Food Items in Robot-Assisted Feeding,2024,IROS,Soft food pre-acquisition,Real2Sim2Real,Vision / simulation,[近期代表] 软食物获取的现实-仿真闭环。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,12,FLAIR: Feeding via Long-Horizon Acquisition of Realistic Dishes,2024,RSS,Realistic dishes / long-horizon feeding,VLM reasoning + skill primitives,Vision + language,[高影响] 把VLM用于真实餐盘长时序。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,13,LAVA: Long-Horizon Visual Action Based Food Acquisition,2024,IROS,Long-horizon food acquisition,Visual action planning,Vision,[近期代表] 长时序食物获取。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,14,Adaptive Visual Imitation Learning for Robotic Assisted Feeding Across Varied Bowl Configurations and Food Types,2024,arXiv,Bowl / food variation,Adaptive visual IL,Vision,[近期] 餐具和食物变化下的模仿学习。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,15,"IMRL: Integrating Visual, Physical, Temporal, and Geometric Representations for Enhanced Food Acquisition",2025,ICRA,Food acquisition,Multimodal representation learning,Vision + physical/geometric/temporal,[前沿] 多维物理信息融合。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,16,To Ask or Not To Ask: Human-in-the-Loop Contextual Bandits with Applications in Robot-Assisted Feeding,2025,ICRA,Novel food acquisition / personalization,Human-in-the-loop contextual bandit,Vision + user feedback,[前沿高影响] 主动询问用户、减少打扰；ICRA 2025 finalist。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,17,FEAST: A Flexible Mealtime-Assistance System Towards In-the-Wild Personalization,2025,RSS,Full mealtime assistance,Personalization + robust perception/control,RGB-D + user state,[前沿高影响] RSS 2025 Best Paper，真实环境个性化。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,18,Kiri-Spoon: A Kirigami Utensil for Robot-Assisted Feeding,2025,arXiv,Adaptive utensil / acquisition,Compliant utensil design,Mechanical compliance,[前沿] 工具设计与策略协同。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,19,WAFFLE: A Wearable Approach to Bite Timing Estimation in Robot-Assisted Feeding,2025,HRI 2026 / preprint,Bite timing,Wearable sensing + state estimation,Wearable multimodal sensing,[前沿] 闭环判断何时下一口。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,20,Simulating Safe Bite Transfer in Robot-Assisted Feeding with a Soft Head and Articulated Jaw,2025,ICORR,Safe bite transfer,Simulation / physical interaction modeling,Force / simulated head,[前沿] 安全人机口腔交互仿真。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,21,Robot-Driven Trajectory Improvement for Feeding Tasks,2018,IROS,Feeding trajectory refinement,Robot-driven learning from corrections,Trajectory / user feedback,[高影响] 交互式改善进食轨迹。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,22,Vision Augmented Robot Feeding,2018,ECCV Workshops,Food feeding,Vision-guided manipulation,Vision,[代表] 早期视觉增强进食系统。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,23,Personalization Framework for Adaptive Robotic Feeding Assistance,2016,ICSR,Personalized feeding,User-model adaptation,User preferences,[奠基] 个性化进食早期代表。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,24,Application of Reinforcement Learning to a Robotic Drinking Assistant,2019,Robotics,Drinking assistance,Reinforcement learning,Force / robot state,[代表] 饮水辅助RL代表。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,25,Robot-Assisted Feeding: A Technical Application that Combines Learning from Demonstration and Visual Interaction,2021,Technology and Health Care,Feeding,LfD + visual interaction,Vision,[代表] 示教与视觉交互结合。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,26,Assistive Feeding Robot for Upper Limb Impairment—Testing and Validation,2023,International Journal of Advanced Robotic Systems,Feeding assistance,System validation / assistive control,Vision / robot state,[近期代表] 面向上肢障碍用户的系统验证。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,27,"An Adaptable, Safe, and Portable Robot-Assisted Feeding System",2024,HRI Companion,Portable feeding system,Adaptive autonomy + safety,Vision / force,[近期代表] 可部署系统设计。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,A. 进食与饮水辅助（Feeding / Drinking）,28,Lessons Learned from Designing and Evaluating a Robot-Assisted Feeding System for Out-of-Lab Use,2025,HRI,Out-of-lab feeding,Deployment / user-centered evaluation,Multimodal / user feedback,[前沿] 从实验室走向真实使用场景。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,29,Learning to Dress: Synthesizing Human Dressing Motion via Deep Reinforcement Learning,2018,ACM TOG,Human dressing simulation,Deep RL,Simulation state,[奠基] 机器人穿衣学习的重要奠基工作。,,PENDING_OA_LOOKUP,,,,,,,
